回号,抽せん日,当選番号,ストレート,ボックス,セット（ストレート）,セット（ボックス）,ミニ,販売実績額
2874,2010/06/10,328,140,602.0,310.0,1149.0,666,93001000.0
2875,2010/06/11,239,127,569.0,236.0,1174.0,868,95796600.0
2876,2010/06/14,999,995,,,,580,108160800.0
2877,2010/06/15,313,152,195.0,159.0,327.0,507,90372400.0
2878,2010/06/16,168,138,593.0,274.0,1251.0,464,90102400.0
2879,2010/06/17,030,60,152.0,110.0,202.0,363,93833000.0
2880,2010/06/18,027,68,447.0,124.0,887.0,755,92614400.0
2881,2010/06/21,606,156,479.0,336.0,585.0,475,115803000.0
2882,2010/06/22,549,67,558.0,210.0,1005.0,407,88011000.0
2883,2010/06/23,091,66,469.0,132.0,1025.0,263,85977600.0
2884,2010/06/24,554,101,192.0,147.0,259.0,503,91726800.0
2885,2010/06/25,089,70,574.0,232.0,1468.0,463,96522600.0
2886,2010/06/28,505,245,313.0,289.0,327.0,514,113621800.0
2887,2010/06/29,554,77,221.0,125.0,228.0,298,87396800.0
2888,2010/06/30,497,56,455.0,192.0,1013.0,357,92977600.0
2889,2010/07/01,104,158,544.0,289.0,931.0,283,93831200.0
2890,2010/07/02,023,78,598.0,185.0,1226.0,635,96494000.0
2891,2010/07/05,458,109,631.0,216.0,1107.0,631,114166200.0
2892,2010/07/06,274,125,628.0,211.0,1250.0,664,90736000.0
2893,2010/07/07,458,81,423.0,215.0,795.0,367,89299800.0
2894,2010/07/08,824,142,804.0,333.0,1368.0,621,92913000.0
2895,2010/07/09,287,64,695.0,220.0,1471.0,427,95690400.0
2896,2010/07/12,867,79,529.0,160.0,984.0,533,113498200.0
2897,2010/07/13,105,114,410.0,267.0,745.0,259,89454200.0
2898,2010/07/14,890,72,571.0,313.0,1331.0,352,86650800.0
2899,2010/07/15,731,126,620.0,291.0,1225.0,531,93703200.0
2900,2010/07/16,395,81,501.0,225.0,1055.0,272,94928400.0
2901,2010/07/19,523,159,688.0,257.0,1168.0,530,97997800.0
2902,2010/07/20,883,73,240.0,174.0,334.0,363,84291600.0
2903,2010/07/21,548,106,645.0,241.0,1237.0,864,83285800.0
2904,2010/07/22,223,161,281.0,239.0,344.0,474,86728400.0
2905,2010/07/23,551,87,201.0,167.0,303.0,439,92610000.0
2906,2010/07/26,396,93,630.0,216.0,1380.0,418,107162600.0
2907,2010/07/27,216,191,511.0,257.0,1191.0,465,83935600.0
2908,2010/07/28,793,52,391.0,134.0,861.0,269,84304600.0
2909,2010/07/29,827,135,625.0,313.0,1282.0,927,86094600.0
2910,2010/07/30,990,137,243.0,159.0,290.0,280,93147000.0
2911,2010/08/02,539,115,624.0,224.0,1141.0,603,105216600.0
2912,2010/08/03,014,55,419.0,133.0,976.0,383,83058200.0
2913,2010/08/04,828,158,226.0,275.0,256.0,713,83186400.0
2914,2010/08/05,673,157,431.0,212.0,1051.0,541,85204600.0
2915,2010/08/06,011,59,222.0,78.0,318.0,466,87503200.0
2916,2010/08/09,076,86,485.0,133.0,916.0,524,99882200.0
2917,2010/08/10,403,60,299.0,162.0,689.0,337,81040000.0
2918,2010/08/11,054,53,332.0,116.0,830.0,450,81578800.0
2919,2010/08/12,607,63,326.0,147.0,772.0,329,83734800.0
2920,2010/08/13,424,110,210.0,147.0,268.0,559,95076200.0
2921,2010/08/16,232,186,397.0,247.0,534.0,905,110028600.0
2922,2010/08/17,193,107,499.0,270.0,1044.0,347,86477000.0
2923,2010/08/18,931,77,438.0,148.0,1042.0,393,85414200.0
2924,2010/08/19,633,60,224.0,116.0,305.0,726,89019400.0
2925,2010/08/20,092,88,429.0,156.0,932.0,446,95345800.0
2926,2010/08/23,530,138,590.0,236.0,985.0,435,109038200.0
2927,2010/08/24,553,96,261.0,173.0,343.0,487,84267400.0
2928,2010/08/25,371,101,545.0,195.0,1082.0,376,89937600.0
2929,2010/08/26,199,86,266.0,162.0,385.0,478,93411400.0
2930,2010/08/27,054,82,410.0,139.0,843.0,476,95110800.0
2931,2010/08/30,296,105,597.0,198.0,1130.0,376,111011800.0
2932,2010/08/31,551,133,235.0,170.0,303.0,393,88248000.0
2933,2010/09/01,698,82,363.0,133.0,724.0,551,89665600.0
2934,2010/09/02,496,56,418.0,168.0,934.0,296,91555200.0
2935,2010/09/03,685,102,602.0,175.0,1203.0,562,96140400.0
2936,2010/09/06,007,133,264.0,190.0,312.0,466,110824000.0
2937,2010/09/07,736,72,393.0,153.0,794.0,463,85287800.0
2938,2010/09/08,257,96,596.0,219.0,1091.0,419,81767000.0
2939,2010/09/09,119,194,379.0,313.0,476.0,520,91626200.0
2940,2010/09/10,221,128,279.0,203.0,380.0,586,93198600.0
2941,2010/09/13,393,127,368.0,205.0,585.0,612,108089200.0
2942,2010/09/14,257,105,499.0,210.0,926.0,323,84989800.0
2943,2010/09/15,884,116,309.0,134.0,292.0,454,88546800.0
2944,2010/09/16,442,130,300.0,230.0,358.0,719,86826000.0
2945,2010/09/17,961,134,652.0,162.0,1464.0,694,94936000.0
2946,2010/09/20,475,114,493.0,198.0,798.0,745,97028200.0
2947,2010/09/21,155,79,328.0,134.0,597.0,624,81989200.0
2948,2010/09/22,376,65,421.0,146.0,793.0,348,83503000.0
2949,2010/09/23,663,150,294.0,236.0,367.0,363,75231400.0
2950,2010/09/24,619,109,626.0,294.0,1204.0,439,92761400.0
2951,2010/09/27,188,123,277.0,176.0,437.0,667,106617000.0
2952,2010/09/28,072,90,488.0,179.0,975.0,422,82811600.0
2953,2010/09/29,214,135,487.0,212.0,963.0,451,86022200.0
2954,2010/09/30,618,129,518.0,340.0,965.0,516,85101200.0
2955,2010/10/01,433,74,241.0,134.0,324.0,648,94085400.0
2956,2010/10/04,496,67,553.0,177.0,996.0,577,109731600.0
2957,2010/10/05,196,88,718.0,248.0,1499.0,361,87644800.0
2958,2010/10/06,296,134,557.0,289.0,1012.0,531,87361200.0
2959,2010/10/07,581,93,545.0,204.0,1060.0,349,91768000.0
2960,2010/10/08,936,82,980.0,208.0,2433.0,482,93899400.0
2961,2010/10/11,870,126,477.0,197.0,929.0,645,101086200.0
2962,2010/10/12,915,97,491.0,239.0,889.0,406,80129800.0
2963,2010/10/13,851,59,523.0,154.0,1255.0,427,83315200.0
2964,2010/10/14,722,150,268.0,159.0,398.0,519,86797800.0
2965,2010/10/15,368,132,747.0,392.0,1514.0,502,97841400.0
2966,2010/10/18,680,73,465.0,176.0,868.0,431,113178000.0
2967,2010/10/19,435,89,433.0,200.0,822.0,478,87253800.0
2968,2010/10/20,611,84,247.0,137.0,343.0,395,86186400.0
2969,2010/10/21,704,93,366.0,215.0,923.0,392,87297800.0
2970,2010/10/22,932,60,579.0,174.0,1303.0,640,92208400.0
2971,2010/10/25,228,158,318.0,271.0,349.0,704,109891000.0
2972,2010/10/26,207,88,400.0,196.0,755.0,292,85647600.0
2973,2010/10/27,227,233,306.0,342.0,372.0,771,86555400.0
2974,2010/10/28,666,547,,,,516,84258800.0
2975,2010/10/29,254,72,419.0,180.0,1040.0,631,93616400.0
2976,2010/11/01,204,112,597.0,251.0,1161.0,297,110020400.0
2977,2010/11/02,880,101,241.0,138.0,347.0,303,90372000.0
2978,2010/11/03,895,47,344.0,136.0,765.0,430,81739600.0
2979,2010/11/04,624,138,644.0,267.0,1071.0,607,89581800.0
2980,2010/11/05,676,51,213.0,122.0,245.0,473,95653000.0
2981,2010/11/08,742,125,1055.0,259.0,1933.0,684,113440800.0
2982,2010/11/09,503,107,432.0,200.0,789.0,382,84902200.0
2983,2010/11/10,279,103,579.0,257.0,1305.0,452,87135000.0
2984,2010/11/11,692,67,566.0,181.0,1292.0,409,89619200.0
2985,2010/11/12,719,101,502.0,265.0,964.0,523,93324400.0
2986,2010/11/15,656,125,231.0,157.0,288.0,543,108877800.0
2987,2010/11/16,139,73,521.0,166.0,1023.0,445,85966400.0
2988,2010/11/17,703,186,484.0,377.0,923.0,260,84164200.0
2989,2010/11/18,697,116,591.0,216.0,1238.0,321,87140600.0
2990,2010/11/19,345,90,464.0,209.0,791.0,591,92804800.0
2991,2010/11/22,272,156,484.0,206.0,718.0,566,107712600.0
2992,2010/11/23,153,94,628.0,165.0,1302.0,410,78456200.0
2993,2010/11/24,448,89,248.0,162.0,258.0,613,85128600.0
2994,2010/11/25,731,120,669.0,249.0,1151.0,446,91304200.0
2995,2010/11/26,897,95,517.0,276.0,1165.0,326,94959400.0
2996,2010/11/29,920,173,592.0,257.0,1075.0,526,110608400.0
2997,2010/11/30,852,81,789.0,179.0,1431.0,382,87105000.0
2998,2010/12/01,355,103,220.0,132.0,308.0,578,91438000.0
2999,2010/12/02,551,267,366.0,370.0,379.0,415,89363800.0
3000,2010/12/03,206,76,382.0,245.0,814.0,419,93484400.0
3001,2010/12/06,971,86,735.0,155.0,1355.0,408,115552200.0
3002,2010/12/07,947,48,424.0,157.0,886.0,568,86866200.0
3003,2010/12/08,583,107,904.0,291.0,1955.0,414,87787800.0
3004,2010/12/09,074,62,334.0,105.0,696.0,359,88062400.0
3005,2010/12/10,943,102,489.0,261.0,1151.0,456,97387200.0
3006,2010/12/13,180,104,621.0,179.0,1248.0,453,109514200.0
3007,2010/12/14,435,71,520.0,202.0,921.0,612,87495800.0
3008,2010/12/15,393,70,200.0,132.0,331.0,488,96538200.0
3009,2010/12/16,665,106,180.0,130.0,306.0,547,96534600.0
3010,2010/12/17,069,71,419.0,184.0,879.0,687,102241800.0
3011,2010/12/20,810,139,644.0,281.0,1164.0,720,123390200.0
3012,2010/12/21,554,152,242.0,200.0,260.0,622,93253400.0
3013,2010/12/22,819,113,830.0,369.0,1794.0,570,95398800.0
3014,2010/12/23,016,63,509.0,152.0,1099.0,375,90054600.0
3015,2010/12/24,157,106,790.0,306.0,1664.0,586,104947000.0
3016,2010/12/27,384,162,684.0,253.0,1204.0,597,119738000.0
3017,2010/12/28,176,66,457.0,142.0,1074.0,462,96828200.0
3018,2010/12/29,749,85,469.0,215.0,1079.0,464,97329600.0
3019,2010/12/30,349,78,524.0,191.0,1122.0,349,99018000.0
3020,2011/01/04,534,102,769.0,267.0,1396.0,556,101301400.0
3021,2011/01/05,692,118,661.0,219.0,1475.0,453,93325600.0
3022,2011/01/06,880,64,239.0,125.0,334.0,301,94329800.0
3023,2011/01/07,775,119,316.0,221.0,329.0,815,99105600.0
3024,2011/01/10,975,90,654.0,192.0,1185.0,399,114592200.0
3025,2011/01/11,757,104,268.0,180.0,374.0,570,94482800.0
3026,2011/01/12,282,47,234.0,98.0,430.0,441,93355400.0
3027,2011/01/13,798,86,589.0,218.0,1074.0,516,95050400.0
3028,2011/01/14,449,75,270.0,172.0,394.0,475,100635800.0
3029,2011/01/17,525,223,385.0,273.0,366.0,914,115320000.0
3030,2011/01/18,691,81,695.0,219.0,1623.0,336,90998400.0
3031,2011/01/19,424,121,249.0,173.0,245.0,616,91381000.0
3032,2011/01/20,353,200,454.0,313.0,550.0,514,94412400.0
3033,2011/01/21,923,137,516.0,273.0,1021.0,729,101995600.0
3034,2011/01/24,193,164,852.0,384.0,1358.0,496,119887600.0
3035,2011/01/25,269,119,636.0,310.0,1311.0,698,95607000.0
3036,2011/01/26,099,90,269.0,162.0,364.0,580,94239000.0
3037,2011/01/27,479,119,549.0,237.0,1003.0,451,96269400.0
3038,2011/01/28,222,555,,,,601,99735400.0
3039,2011/01/31,819,120,770.0,361.0,1438.0,782,114974400.0
3040,2011/02/01,110,152,276.0,259.0,277.0,363,92130800.0
3041,2011/02/02,594,122,479.0,179.0,810.0,1023,93621600.0
3042,2011/02/03,327,163,679.0,351.0,1347.0,722,95889400.0
3043,2011/02/04,761,64,556.0,153.0,1194.0,396,99955600.0
3044,2011/02/07,628,228,858.0,338.0,1416.0,734,120742800.0
3045,2011/02/08,166,76,263.0,132.0,403.0,473,90710600.0
3046,2011/02/09,576,62,516.0,144.0,922.0,517,90268600.0
3047,2011/02/10,841,98,553.0,254.0,1232.0,474,96526200.0
3048,2011/02/11,946,55,540.0,173.0,1165.0,694,83240600.0
3049,2011/02/14,457,101,598.0,278.0,1001.0,662,111313600.0
3050,2011/02/15,047,69,379.0,118.0,750.0,422,98117800.0
3051,2011/02/16,205,220,457.0,268.0,860.0,608,99530800.0
3052,2011/02/17,263,82,730.0,174.0,1590.0,470,97823400.0
3053,2011/02/18,080,76,289.0,198.0,305.0,429,101853600.0
3054,2011/02/21,008,101,314.0,172.0,400.0,584,121701200.0
3055,2011/02/22,402,88,488.0,241.0,965.0,398,94639800.0
3056,2011/02/23,374,129,494.0,296.0,1044.0,479,93479200.0
3057,2011/02/24,004,86,260.0,134.0,352.0,314,93498600.0
3058,2011/02/25,475,109,501.0,216.0,885.0,602,104472400.0
3059,2011/02/28,345,248,1029.0,580.0,1532.0,763,120417600.0
3060,2011/03/01,082,54,518.0,107.0,965.0,411,94166600.0
3061,2011/03/02,331,164,337.0,288.0,385.0,682,95738000.0
3062,2011/03/03,806,75,339.0,201.0,654.0,342,96154000.0
3063,2011/03/04,545,76,271.0,142.0,415.0,448,100250600.0
3064,2011/03/07,976,146,652.0,228.0,1379.0,720,117274800.0
3065,2011/03/08,152,58,533.0,133.0,1222.0,414,93360000.0
3066,2011/03/09,215,161,570.0,260.0,1103.0,526,90555000.0
3067,2011/03/10,724,161,730.0,357.0,1390.0,573,95835000.0
3068,2011/03/11,437,81,473.0,202.0,949.0,604,79573000.0
3069,2011/03/14,635,110,585.0,162.0,1129.0,462,86915800.0
3070,2011/03/15,746,96,424.0,231.0,829.0,559,74154200.0
3071,2011/03/16,402,81,349.0,173.0,735.0,240,73644800.0
3072,2011/03/17,557,83,241.0,160.0,241.0,543,75047400.0
3073,2011/03/18,095,45,343.0,116.0,650.0,423,82007200.0
3074,2011/03/21,138,141,848.0,238.0,1770.0,814,89557600.0
3075,2011/03/22,318,226,988.0,561.0,2100.0,580,76950600.0
3076,2011/03/23,261,59,485.0,148.0,1078.0,425,79638400.0
3077,2011/03/24,704,67,441.0,223.0,806.0,317,83629400.0
3078,2011/03/25,298,75,484.0,210.0,1153.0,347,90802600.0
3079,2011/03/28,335,155,321.0,252.0,353.0,690,109550800.0
3080,2011/03/29,680,109,344.0,163.0,767.0,552,83951800.0
3081,2011/03/30,352,100,584.0,176.0,1240.0,394,85283800.0
3082,2011/03/31,225,160,379.0,282.0,429.0,610,88302800.0
3083,2011/04/01,929,124,231.0,227.0,294.0,583,94157600.0
3084,2011/04/04,643,93,691.0,200.0,1370.0,611,105770400.0
3085,2011/04/05,303,90,258.0,198.0,395.0,345,84810200.0
3086,2011/04/06,763,87,469.0,179.0,872.0,408,86231800.0
3087,2011/04/07,360,54,435.0,139.0,1094.0,305,87173200.0
3088,2011/04/08,061,63,399.0,114.0,917.0,252,89164000.0
3089,2011/04/11,495,111,609.0,174.0,1059.0,458,106686600.0
3090,2011/04/12,657,79,529.0,162.0,894.0,768,81935400.0
3091,2011/04/13,200,99,167.0,132.0,206.0,749,84377600.0
3092,2011/04/14,963,96,632.0,204.0,1307.0,332,84420800.0
3093,2011/04/15,788,73,248.0,127.0,334.0,537,97282800.0
3094,2011/04/18,504,122,514.0,220.0,968.0,420,111672200.0
3095,2011/04/19,150,76,395.0,150.0,861.0,428,83179600.0
3096,2011/04/20,929,72,166.0,148.0,241.0,504,89333600.0
3097,2011/04/21,339,133,294.0,207.0,293.0,526,89480400.0
3098,2011/04/22,509,100,411.0,209.0,704.0,548,92742400.0
3099,2011/04/25,657,99,613.0,170.0,999.0,696,110323600.0
3100,2011/04/26,092,60,427.0,150.0,813.0,415,89449400.0
3101,2011/04/27,066,86,421.0,214.0,576.0,429,89347000.0
3102,2011/04/28,024,95,633.0,171.0,1325.0,625,93204400.0
3103,2011/04/29,355,71,257.0,149.0,297.0,537,87750400.0
3104,2011/05/02,606,172,442.0,301.0,570.0,477,112995800.0
3105,2011/05/03,192,58,437.0,152.0,855.0,262,75951800.0
3106,2011/05/04,807,72,367.0,145.0,737.0,333,79420800.0
3107,2011/05/05,586,75,447.0,158.0,775.0,354,80709800.0
3108,2011/05/06,500,114,273.0,182.0,386.0,575,90562000.0
3109,2011/05/09,869,100,512.0,224.0,898.0,650,105915200.0
3110,2011/05/10,447,92,212.0,150.0,291.0,452,81158400.0
3111,2011/05/11,671,46,350.0,121.0,864.0,631,78882200.0
3112,2011/05/12,514,175,547.0,322.0,881.0,657,83638800.0
3113,2011/05/13,574,42,497.0,160.0,1161.0,406,91813400.0
3114,2011/05/16,705,137,491.0,241.0,949.0,608,106798600.0
3115,2011/05/17,310,99,402.0,228.0,809.0,356,81023800.0
3116,2011/05/18,074,65,409.0,129.0,890.0,321,83421000.0
3117,2011/05/19,674,67,442.0,147.0,849.0,329,84357600.0
3118,2011/05/20,966,51,257.0,134.0,323.0,475,90701200.0
3119,2011/05/23,995,113,237.0,174.0,231.0,474,99783600.0
3120,2011/05/24,362,70,541.0,154.0,1155.0,320,80839600.0
3121,2011/05/25,655,43,297.0,147.0,315.0,501,87236000.0
3122,2011/05/26,199,43,210.0,100.0,311.0,497,86913800.0
3123,2011/05/27,359,92,512.0,258.0,1054.0,514,92211000.0
3124,2011/05/30,091,66,609.0,164.0,1150.0,335,104400400.0
3125,2011/05/31,253,111,599.0,208.0,1122.0,499,85811400.0
3126,2011/06/01,082,63,514.0,151.0,1031.0,509,86971400.0
3127,2011/06/02,168,94,553.0,246.0,1218.0,522,86043600.0
3128,2011/06/03,719,99,536.0,271.0,985.0,537,93809600.0
3129,2011/06/06,580,96,554.0,167.0,1000.0,423,104925600.0
3130,2011/06/07,998,73,201.0,131.0,206.0,419,81155000.0
3131,2011/06/08,910,87,568.0,215.0,1098.0,348,85221200.0
3132,2011/06/09,600,87,163.0,129.0,266.0,703,85369400.0
3133,2011/06/10,922,81,198.0,188.0,288.0,573,90799600.0
3134,2011/06/13,201,102,720.0,232.0,1214.0,587,102742000.0
3135,2011/06/14,655,64,217.0,111.0,250.0,603,80811200.0
3136,2011/06/15,944,90,202.0,162.0,303.0,1195,92817000.0
3137,2011/06/16,397,67,457.0,176.0,835.0,328,89406400.0
3138,2011/06/17,005,81,166.0,91.0,220.0,444,94949600.0
3139,2011/06/20,714,155,809.0,354.0,1372.0,512,110825200.0
3140,2011/06/21,643,63,514.0,184.0,1089.0,422,86476400.0
3141,2011/06/22,324,125,530.0,310.0,1003.0,615,87650400.0
3142,2011/06/23,845,94,453.0,254.0,851.0,487,87500800.0
3143,2011/06/24,997,85,231.0,188.0,287.0,369,93989800.0
3144,2011/06/27,674,82,614.0,191.0,1092.0,680,109576000.0
3145,2011/06/28,734,79,574.0,210.0,1165.0,575,85054000.0
3146,2011/06/29,210,107,422.0,171.0,808.0,383,85957200.0
3147,2011/06/30,825,122,626.0,304.0,1238.0,586,87640400.0
3148,2011/07/01,872,50,563.0,166.0,1283.0,513,92754400.0
3149,2011/07/04,140,76,635.0,174.0,1195.0,441,106698000.0
3150,2011/07/05,833,54,235.0,88.0,313.0,760,83984800.0
3151,2011/07/06,408,96,393.0,216.0,753.0,461,84832400.0
3152,2011/07/07,594,94,520.0,249.0,917.0,452,86552400.0
3153,2011/07/08,827,136,541.0,291.0,1015.0,704,92657200.0
3154,2011/07/11,161,105,311.0,145.0,488.0,742,103161200.0
3155,2011/07/12,747,97,224.0,145.0,260.0,419,80511200.0
3156,2011/07/13,366,61,238.0,150.0,290.0,735,82102800.0
3157,2011/07/14,973,44,414.0,118.0,844.0,452,83459200.0
3158,2011/07/15,291,110,508.0,259.0,1112.0,363,89977400.0
3159,2011/07/18,988,105,297.0,147.0,364.0,628,91320800.0
3160,2011/07/19,194,90,334.0,215.0,723.0,342,71327400.0
3161,2011/07/20,319,99,503.0,246.0,1030.0,682,78687400.0
3162,2011/07/21,534,54,531.0,220.0,1155.0,381,84569800.0
3163,2011/07/22,571,91,648.0,228.0,1448.0,408,89119200.0
3164,2011/07/25,420,160,695.0,325.0,1242.0,438,102956200.0
3165,2011/07/26,954,59,412.0,156.0,827.0,589,79999800.0
3166,2011/07/27,706,80,302.0,182.0,757.0,404,83613400.0
3167,2011/07/28,759,48,482.0,174.0,860.0,355,83648200.0
3168,2011/07/29,622,120,326.0,273.0,485.0,639,90868000.0
3169,2011/08/01,983,68,528.0,103.0,1182.0,516,103233000.0
3170,2011/08/02,006,70,175.0,128.0,229.0,256,80452600.0
3171,2011/08/03,981,53,592.0,124.0,1456.0,320,80221600.0
3172,2011/08/04,815,149,492.0,375.0,916.0,540,82423600.0
3173,2011/08/05,811,144,330.0,231.0,466.0,676,85349600.0
3174,2011/08/08,449,67,236.0,154.0,316.0,491,96110600.0
3175,2011/08/09,676,58,203.0,136.0,233.0,457,75176800.0
3176,2011/08/10,662,52,174.0,101.0,278.0,353,78591400.0
3177,2011/08/11,376,47,357.0,172.0,770.0,354,79330000.0
3178,2011/08/12,767,178,410.0,255.0,444.0,604,83872400.0
3179,2011/08/15,391,90,584.0,180.0,1272.0,480,98906000.0
3180,2011/08/16,293,100,486.0,165.0,1023.0,485,83022600.0
3181,2011/08/17,220,93,283.0,216.0,294.0,371,85504000.0
3182,2011/08/18,393,144,447.0,303.0,575.0,441,84402000.0
3183,2011/08/19,508,181,463.0,292.0,778.0,545,88361800.0
3184,2011/08/22,142,79,689.0,119.0,1196.0,592,104111200.0
3185,2011/08/23,183,72,594.0,155.0,1233.0,326,79645000.0
3186,2011/08/24,863,79,520.0,197.0,1274.0,370,82211400.0
3187,2011/08/25,267,70,535.0,180.0,1135.0,400,87922000.0
3188,2011/08/26,703,157,407.0,313.0,747.0,394,90478800.0
3189,2011/08/29,922,104,326.0,262.0,403.0,567,107213600.0
3190,2011/08/30,891,85,675.0,243.0,1580.0,411,82912200.0
3191,2011/08/31,725,141,639.0,298.0,1092.0,522,87472800.0
3192,2011/09/01,469,140,499.0,236.0,1038.0,562,86900600.0
3193,2011/09/02,674,92,425.0,243.0,857.0,754,87270200.0
3194,2011/09/05,262,95,280.0,145.0,554.0,432,103995800.0
3195,2011/09/06,464,119,264.0,150.0,333.0,514,82983000.0
3196,2011/09/07,854,64,432.0,140.0,984.0,496,87977000.0
3197,2011/09/08,401,87,511.0,210.0,1030.0,315,86585400.0
3198,2011/09/09,007,105,313.0,160.0,358.0,351,92015600.0
3199,2011/09/12,425,121,648.0,286.0,1061.0,522,104230800.0
3200,2011/09/13,705,88,337.0,187.0,616.0,343,81607000.0
3201,2011/09/14,286,67,466.0,182.0,961.0,395,83077000.0
3202,2011/09/15,606,101,411.0,260.0,453.0,341,85220800.0
3203,2011/09/16,966,89,256.0,153.0,342.0,731,88210000.0
3204,2011/09/19,203,89,464.0,179.0,929.0,405,94058000.0
3205,2011/09/20,316,106,514.0,297.0,961.0,382,75355000.0
3206,2011/09/21,874,54,421.0,160.0,934.0,451,68610000.0
3207,2011/09/22,251,96,570.0,141.0,1159.0,428,85813000.0
3208,2011/09/23,703,134,388.0,282.0,736.0,346,81096800.0
3209,2011/09/26,180,99,719.0,192.0,1338.0,399,105697000.0
3210,2011/09/27,679,57,386.0,212.0,839.0,366,81236400.0
3211,2011/09/28,232,94,293.0,163.0,451.0,809,83670200.0
3212,2011/09/29,404,183,296.0,203.0,375.0,498,85142200.0
3213,2011/09/30,978,59,442.0,200.0,906.0,728,88700600.0
3214,2011/10/03,418,201,737.0,441.0,1199.0,640,105047600.0
3215,2011/10/04,854,72,545.0,201.0,1030.0,444,80323800.0
3216,2011/10/05,256,91,511.0,208.0,1207.0,402,79319600.0
3217,2011/10/06,047,85,472.0,183.0,1002.0,637,84693600.0
3218,2011/10/07,208,106,477.0,245.0,973.0,569,89636600.0
3219,2011/10/10,393,101,382.0,218.0,441.0,604,94818600.0
3220,2011/10/11,644,51,175.0,86.0,256.0,506,75297400.0
3221,2011/10/12,353,66,273.0,129.0,332.0,353,79843800.0
3222,2011/10/13,589,85,355.0,215.0,699.0,440,83150200.0
3223,2011/10/14,680,57,384.0,165.0,811.0,387,91653800.0
3224,2011/10/17,957,91,621.0,160.0,1124.0,606,108531000.0
3225,2011/10/18,082,61,396.0,104.0,911.0,340,82630800.0
3226,2011/10/19,237,75,519.0,195.0,1127.0,462,84528600.0
3227,2011/10/20,087,56,343.0,155.0,833.0,400,87140600.0
3228,2011/10/21,859,65,420.0,162.0,919.0,383,90855200.0
3229,2011/10/24,369,250,820.0,449.0,1403.0,611,108127200.0
3230,2011/10/25,760,43,379.0,108.0,755.0,255,85252200.0
3231,2011/10/26,877,78,302.0,134.0,455.0,744,88508600.0
3232,2011/10/27,856,73,649.0,206.0,1219.0,369,89631800.0
3233,2011/10/28,677,112,326.0,174.0,491.0,462,94835200.0
3234,2011/10/31,488,83,295.0,141.0,335.0,707,111699800.0
3235,2011/11/01,740,54,433.0,124.0,945.0,340,88207200.0
3236,2011/11/02,569,71,555.0,273.0,1103.0,498,90684800.0
3237,2011/11/03,750,86,507.0,219.0,953.0,368,84531800.0
3238,2011/11/04,218,145,681.0,337.0,1280.0,554,96731400.0
3239,2011/11/07,770,191,342.0,322.0,406.0,599,109713800.0
3240,2011/11/08,711,92,554.0,207.0,738.0,570,85877600.0
3241,2011/11/09,252,98,270.0,157.0,408.0,379,85160000.0
3242,2011/11/10,901,79,431.0,194.0,989.0,323,86963000.0
3243,2011/11/11,798,81,564.0,232.0,992.0,447,86460000.0
3244,2011/11/14,124,152,764.0,289.0,1107.0,938,104740000.0
3245,2011/11/15,103,109,435.0,244.0,877.0,455,80996400.0
3246,2011/11/16,213,128,843.0,315.0,1533.0,469,81702400.0
3247,2011/11/17,660,116,441.0,299.0,513.0,295,83403200.0
3248,2011/11/18,875,150,557.0,280.0,1190.0,671,85685800.0
3249,2011/11/21,984,73,549.0,177.0,1072.0,401,97691400.0
3250,2011/11/22,835,68,581.0,213.0,1370.0,537,77365600.0
3251,2011/11/23,347,80,486.0,218.0,1005.0,454,71035200.0
3252,2011/11/24,642,59,681.0,178.0,1373.0,406,79517000.0
3253,2011/11/25,090,87,261.0,168.0,367.0,438,88075400.0
3254,2011/11/28,180,89,845.0,235.0,1611.0,549,100742800.0
3255,2011/11/29,861,51,474.0,130.0,1165.0,329,78454000.0
3256,2011/11/30,267,87,634.0,254.0,1256.0,385,83091800.0
3257,2011/12/01,300,80,249.0,104.0,220.0,702,84454400.0
3258,2011/12/02,883,80,228.0,159.0,272.0,349,86351200.0
3259,2011/12/05,048,63,498.0,197.0,1037.0,708,103183200.0
3260,2011/12/06,603,63,435.0,175.0,920.0,382,78548600.0
3261,2011/12/07,318,137,562.0,381.0,1278.0,457,84078200.0
3262,2011/12/08,174,83,608.0,185.0,1394.0,658,80373200.0
3263,2011/12/09,166,68,227.0,176.0,472.0,715,89516000.0
3264,2011/12/12,188,131,338.0,233.0,452.0,607,105170400.0
3265,2011/12/13,317,107,499.0,278.0,950.0,515,82633400.0
3266,2011/12/14,029,70,484.0,203.0,891.0,603,83496400.0
3267,2011/12/15,409,112,472.0,289.0,949.0,521,91657600.0
3268,2011/12/16,591,78,539.0,201.0,1140.0,446,94469600.0
3269,2011/12/19,526,134,737.0,269.0,1336.0,762,110694400.0
3270,2011/12/20,853,90,696.0,219.0,1409.0,545,84470000.0
3271,2011/12/21,198,128,910.0,491.0,1932.0,374,89174000.0
3272,2011/12/22,045,67,390.0,150.0,832.0,506,90830800.0
3273,2011/12/23,427,120,740.0,414.0,1592.0,523,85813400.0
3274,2011/12/26,029,83,488.0,187.0,987.0,964,108141800.0
3275,2011/12/27,941,46,496.0,125.0,1137.0,340,87351400.0
3276,2011/12/28,228,119,307.0,294.0,329.0,700,91986600.0
3277,2011/12/29,389,72,458.0,228.0,1090.0,390,93821400.0
3278,2011/12/30,786,53,455.0,144.0,972.0,312,95118000.0
3279,2012/01/04,416,203,639.0,300.0,1264.0,438,89282600.0
